"step","funnel_step","platform","age_range","year_month","funnel_count","total_count_for_stage"
"5","Pickups","android","35-44","2021-04","547","223652"
"5","Pickups","android","35-44","2021-05","753","223652"
"5","Pickups","android","35-44","2021-06","917","223652"
"5","Pickups","android","35-44","2021-07","1325","223652"
"5","Pickups","android","35-44","2021-08","1738","223652"
"5","Pickups","android","35-44","2021-09","2056","223652"
"5","Pickups","android","35-44","2021-10","2369","223652"
"5","Pickups","android","35-44","2021-11","2447","223652"
"5","Pickups","android","35-44","2021-12","2859","223652"
"5","Pickups","android","35-44","2022-01","2524","223652"
"5","Pickups","android","35-44","2022-02","1205","223652"
"5","Pickups","android","35-44","2022-03","277","223652"
"5","Pickups","android","35-44","2022-04","1","223652"
"5","Pickups","android","45-54","2021-01","10","223652"
"5","Pickups","android","45-54","2021-02","46","223652"
"5","Pickups","android","45-54","2021-03","137","223652"
"5","Pickups","android","45-54","2021-04","296","223652"
"5","Pickups","android","45-54","2021-05","418","223652"
"5","Pickups","android","45-54","2021-06","461","223652"
"5","Pickups","android","45-54","2021-07","525","223652"
"5","Pickups","android","45-54","2021-08","575","223652"
"5","Pickups","android","45-54","2021-09","612","223652"
"5","Pickups","android","45-54","2021-10","631","223652"
"5","Pickups","android","45-54","2021-11","711","223652"
"5","Pickups","android","45-54","2021-12","835","223652"
"5","Pickups","android","45-54","2022-01","776","223652"
"5","Pickups","android","45-54","2022-02","350","223652"
"5","Pickups","android","45-54","2022-03","88","223652"
"5","Pickups","android","45-54","2022-04","3","223652"
"5","Pickups","android","Unknown","2021-01","23","223652"
"5","Pickups","android","Unknown","2021-02","127","223652"
"5","Pickups","android","Unknown","2021-03","304","223652"
"5","Pickups","android","Unknown","2021-04","560","223652"
"5","Pickups","android","Unknown","2021-05","850","223652"
"5","Pickups","android","Unknown","2021-06","1127","223652"
"5","Pickups","android","Unknown","2021-07","1348","223652"
"5","Pickups","android","Unknown","2021-08","1624","223652"
"5","Pickups","android","Unknown","2021-09","1724","223652"
"5","Pickups","android","Unknown","2021-10","2354","223652"
"5","Pickups","android","Unknown","2021-11","2707","223652"
"5","Pickups","android","Unknown","2021-12","3052","223652"
"5","Pickups","android","Unknown","2022-01","2519","223652"
"5","Pickups","android","Unknown","2022-02","1230","223652"
"5","Pickups","android","Unknown","2022-03","310","223652"
"5","Pickups","android","Unknown","2022-04","20","223652"
"5","Pickups","ios","18-24","2021-01","27","223652"
"5","Pickups","ios","18-24","2021-02","91","223652"
"5","Pickups","ios","18-24","2021-03","187","223652"
"5","Pickups","ios","18-24","2021-04","385","223652"
"5","Pickups","ios","18-24","2021-05","686","223652"
"5","Pickups","ios","18-24","2021-06","837","223652"
"5","Pickups","ios","18-24","2021-07","1077","223652"
"5","Pickups","ios","18-24","2021-08","1258","223652"
"5","Pickups","ios","18-24","2021-09","1394","223652"
"5","Pickups","ios","18-24","2021-10","1729","223652"
"5","Pickups","ios","18-24","2021-11","1876","223652"
"5","Pickups","ios","18-24","2021-12","2199","223652"
"5","Pickups","ios","18-24","2022-01","1885","223652"
"5","Pickups","ios","18-24","2022-02","883","223652"
"5","Pickups","ios","18-24","2022-03","203","223652"
"5","Pickups","ios","25-34","2021-01","12","223652"
"5","Pickups","ios","25-34","2021-02","151","223652"
"5","Pickups","ios","25-34","2021-03","385","223652"
"5","Pickups","ios","25-34","2021-04","719","223652"
"5","Pickups","ios","25-34","2021-05","1280","223652"
"5","Pickups","ios","25-34","2021-06","1802","223652"
"5","Pickups","ios","25-34","2021-07","2367","223652"
"5","Pickups","ios","25-34","2021-08","2486","223652"
"5","Pickups","ios","25-34","2021-09","2693","223652"
"5","Pickups","ios","25-34","2021-10","3291","223652"
"5","Pickups","ios","25-34","2021-11","3518","223652"
"5","Pickups","ios","25-34","2021-12","3962","223652"
"5","Pickups","ios","25-34","2022-01","3103","223652"
"5","Pickups","ios","25-34","2022-02","1362","223652"
"5","Pickups","ios","25-34","2022-03","298","223652"
"5","Pickups","ios","25-34","2022-04","1","223652"
"5","Pickups","ios","35-44","2021-01","44","223652"
"5","Pickups","ios","35-44","2021-02","234","223652"
"5","Pickups","ios","35-44","2021-03","638","223652"
"5","Pickups","ios","35-44","2021-04","1136","223652"
"5","Pickups","ios","35-44","2021-05","1787","223652"
"5","Pickups","ios","35-44","2021-06","2440","223652"
"5","Pickups","ios","35-44","2021-07","3045","223652"
"5","Pickups","ios","35-44","2021-08","3538","223652"
"5","Pickups","ios","35-44","2021-09","3855","223652"
"5","Pickups","ios","35-44","2021-10","4662","223652"
"5","Pickups","ios","35-44","2021-11","4997","223652"
"5","Pickups","ios","35-44","2021-12","5851","223652"
"5","Pickups","ios","35-44","2022-01","5018","223652"
"5","Pickups","ios","35-44","2022-02","2256","223652"
"5","Pickups","ios","35-44","2022-03","520","223652"
"5","Pickups","ios","35-44","2022-04","4","223652"
"5","Pickups","ios","45-54","2021-01","8","223652"
"5","Pickups","ios","45-54","2021-02","77","223652"
"5","Pickups","ios","45-54","2021-03","284","223652"
"5","Pickups","ios","45-54","2021-04","444","223652"
"5","Pickups","ios","45-54","2021-05","483","223652"
"5","Pickups","ios","45-54","2021-06","707","223652"
"5","Pickups","ios","45-54","2021-07","1054","223652"
"5","Pickups","ios","45-54","2021-08","1144","223652"
"5","Pickups","ios","45-54","2021-09","1179","223652"
"5","Pickups","ios","45-54","2021-10","1579","223652"
"5","Pickups","ios","45-54","2021-11","1976","223652"
"5","Pickups","ios","45-54","2021-12","2372","223652"
"5","Pickups","ios","45-54","2022-01","1916","223652"
"5","Pickups","ios","45-54","2022-02","849","223652"
"5","Pickups","ios","45-54","2022-03","161","223652"
"5","Pickups","ios","Unknown","2021-01","10","223652"
"5","Pickups","ios","Unknown","2021-02","211","223652"
"5","Pickups","ios","Unknown","2021-03","707","223652"
"5","Pickups","ios","Unknown","2021-04","1009","223652"
"5","Pickups","ios","Unknown","2021-05","1413","223652"
"5","Pickups","ios","Unknown","2021-06","2088","223652"
"5","Pickups","ios","Unknown","2021-07","2960","223652"
"5","Pickups","ios","Unknown","2021-08","3565","223652"
"5","Pickups","ios","Unknown","2021-09","4355","223652"
"5","Pickups","ios","Unknown","2021-10","5168","223652"
"5","Pickups","ios","Unknown","2021-11","5174","223652"
"5","Pickups","ios","Unknown","2021-12","5619","223652"
"5","Pickups","ios","Unknown","2022-01","4863","223652"
"5","Pickups","ios","Unknown","2022-02","2176","223652"
"5","Pickups","ios","Unknown","2022-03","416","223652"
"5","Pickups","ios","Unknown","2022-04","7","223652"
"5","Pickups","web","18-24","2021-02","2","223652"
"5","Pickups","web","18-24","2021-03","37","223652"
"5","Pickups","web","18-24","2021-04","113","223652"
"5","Pickups","web","18-24","2021-05","183","223652"
"5","Pickups","web","18-24","2021-06","194","223652"
"5","Pickups","web","18-24","2021-07","228","223652"
"5","Pickups","web","18-24","2021-08","209","223652"
"5","Pickups","web","18-24","2021-09","232","223652"
"5","Pickups","web","18-24","2021-10","271","223652"
"5","Pickups","web","18-24","2021-11","254","223652"
"5","Pickups","web","18-24","2021-12","355","223652"
"5","Pickups","web","18-24","2022-01","303","223652"
"5","Pickups","web","18-24","2022-02","126","223652"
"5","Pickups","web","18-24","2022-03","32","223652"
"5","Pickups","web","25-34","2021-01","18","223652"
"5","Pickups","web","25-34","2021-02","41","223652"
"5","Pickups","web","25-34","2021-03","53","223652"
"5","Pickups","web","25-34","2021-04","102","223652"
"5","Pickups","web","25-34","2021-05","193","223652"
"5","Pickups","web","25-34","2021-06","258","223652"
"5","Pickups","web","25-34","2021-07","278","223652"
"5","Pickups","web","25-34","2021-08","342","223652"
"5","Pickups","web","25-34","2021-09","432","223652"
"5","Pickups","web","25-34","2021-10","445","223652"
"5","Pickups","web","25-34","2021-11","453","223652"
"5","Pickups","web","25-34","2021-12","507","223652"
"5","Pickups","web","25-34","2022-01","462","223652"
"5","Pickups","web","25-34","2022-02","234","223652"
"5","Pickups","web","25-34","2022-03","66","223652"
"5","Pickups","web","35-44","2021-01","14","223652"
"5","Pickups","web","35-44","2021-02","44","223652"
"5","Pickups","web","35-44","2021-03","124","223652"
"5","Pickups","web","35-44","2021-04","187","223652"
"5","Pickups","web","35-44","2021-05","243","223652"
"5","Pickups","web","35-44","2021-06","355","223652"
"5","Pickups","web","35-44","2021-07","508","223652"
"5","Pickups","web","35-44","2021-08","628","223652"
"5","Pickups","web","35-44","2021-09","760","223652"
"5","Pickups","web","35-44","2021-10","971","223652"
"5","Pickups","web","35-44","2021-11","1050","223652"
"5","Pickups","web","35-44","2021-12","1132","223652"
"5","Pickups","web","35-44","2022-01","901","223652"
"5","Pickups","web","35-44","2022-02","394","223652"
"5","Pickups","web","35-44","2022-03","36","223652"
"5","Pickups","web","45-54","2021-02","13","223652"
"5","Pickups","web","45-54","2021-03","34","223652"
"5","Pickups","web","45-54","2021-04","89","223652"
"5","Pickups","web","45-54","2021-05","154","223652"
"5","Pickups","web","45-54","2021-06","175","223652"
"5","Pickups","web","45-54","2021-07","168","223652"
"5","Pickups","web","45-54","2021-08","173","223652"
"5","Pickups","web","45-54","2021-09","214","223652"
"5","Pickups","web","45-54","2021-10","217","223652"
"5","Pickups","web","45-54","2021-11","208","223652"
"5","Pickups","web","45-54","2021-12","209","223652"
"5","Pickups","web","45-54","2022-01","193","223652"
"5","Pickups","web","45-54","2022-02","91","223652"
"5","Pickups","web","45-54","2022-03","30","223652"
"5","Pickups","web","Unknown","2021-01","6","223652"
"5","Pickups","web","Unknown","2021-02","43","223652"
"5","Pickups","web","Unknown","2021-03","98","223652"
"5","Pickups","web","Unknown","2021-04","96","223652"
"5","Pickups","web","Unknown","2021-05","187","223652"
"5","Pickups","web","Unknown","2021-06","436","223652"
"5","Pickups","web","Unknown","2021-07","663","223652"
"5","Pickups","web","Unknown","2021-08","699","223652"
"5","Pickups","web","Unknown","2021-09","621","223652"
"5","Pickups","web","Unknown","2021-10","810","223652"
"5","Pickups","web","Unknown","2021-11","858","223652"
"5","Pickups","web","Unknown","2021-12","837","223652"
"5","Pickups","web","Unknown","2022-01","630","223652"
"5","Pickups","web","Unknown","2022-02","285","223652"
"5","Pickups","web","Unknown","2022-03","68","223652"
"6","Payment","android","18-24","2021-01","16","223652"
"6","Payment","android","18-24","2021-02","48","223652"
"6","Payment","android","18-24","2021-03","124","223652"
"6","Payment","android","18-24","2021-04","160","223652"
"6","Payment","android","18-24","2021-05","288","223652"
"6","Payment","android","18-24","2021-06","367","223652"
"6","Payment","android","18-24","2021-07","554","223652"
"6","Payment","android","18-24","2021-08","711","223652"
"6","Payment","android","18-24","2021-09","717","223652"
"6","Payment","android","18-24","2021-10","787","223652"
"6","Payment","android","18-24","2021-11","834","223652"
"6","Payment","android","18-24","2021-12","931","223652"
"6","Payment","android","18-24","2022-01","812","223652"
"6","Payment","android","18-24","2022-02","369","223652"
"6","Payment","android","18-24","2022-03","72","223652"
"6","Payment","android","25-34","2021-02","64","223652"
"6","Payment","android","25-34","2021-03","142","223652"
"6","Payment","android","25-34","2021-04","253","223652"
"6","Payment","android","25-34","2021-05","502","223652"
"6","Payment","android","25-34","2021-06","703","223652"
"6","Payment","android","25-34","2021-07","983","223652"
"6","Payment","android","25-34","2021-08","1307","223652"
"6","Payment","android","25-34","2021-09","1299","223652"
"6","Payment","android","25-34","2021-10","1511","223652"
"6","Payment","android","25-34","2021-11","1613","223652"
"6","Payment","android","25-34","2021-12","1889","223652"
"6","Payment","android","25-34","2022-01","1648","223652"
"6","Payment","android","25-34","2022-02","741","223652"
"6","Payment","android","25-34","2022-03","152","223652"
"6","Payment","android","35-44","2021-01","6","223652"
"6","Payment","android","35-44","2021-02","96","223652"
"6","Payment","android","35-44","2021-03","361","223652"
"6","Payment","android","35-44","2021-04","547","223652"
"6","Payment","android","35-44","2021-05","753","223652"
"6","Payment","android","35-44","2021-06","917","223652"
"6","Payment","android","35-44","2021-07","1325","223652"
"6","Payment","android","35-44","2021-08","1738","223652"
"6","Payment","android","35-44","2021-09","2056","223652"
"6","Payment","android","35-44","2021-10","2369","223652"
"6","Payment","android","35-44","2021-11","2447","223652"
"6","Payment","android","35-44","2021-12","2858","223652"
"6","Payment","android","35-44","2022-01","2525","223652"
"6","Payment","android","35-44","2022-02","1205","223652"
"6","Payment","android","35-44","2022-03","277","223652"
"6","Payment","android","35-44","2022-04","1","223652"
"6","Payment","android","45-54","2021-01","10","223652"
"6","Payment","android","45-54","2021-02","46","223652"
"6","Payment","android","45-54","2021-03","137","223652"
"6","Payment","android","45-54","2021-04","296","223652"
"6","Payment","android","45-54","2021-05","418","223652"
"6","Payment","android","45-54","2021-06","461","223652"
"6","Payment","android","45-54","2021-07","525","223652"
"6","Payment","android","45-54","2021-08","575","223652"
"6","Payment","android","45-54","2021-09","612","223652"
"6","Payment","android","45-54","2021-10","631","223652"
"6","Payment","android","45-54","2021-11","711","223652"
"6","Payment","android","45-54","2021-12","835","223652"
"6","Payment","android","45-54","2022-01","776","223652"
"6","Payment","android","45-54","2022-02","350","223652"
"6","Payment","android","45-54","2022-03","88","223652"
"6","Payment","android","45-54","2022-04","3","223652"
"6","Payment","android","Unknown","2021-01","23","223652"
"6","Payment","android","Unknown","2021-02","127","223652"
"6","Payment","android","Unknown","2021-03","304","223652"
"6","Payment","android","Unknown","2021-04","560","223652"
"6","Payment","android","Unknown","2021-05","849","223652"
"6","Payment","android","Unknown","2021-06","1128","223652"
"6","Payment","android","Unknown","2021-07","1347","223652"
"6","Payment","android","Unknown","2021-08","1625","223652"
"6","Payment","android","Unknown","2021-09","1724","223652"
"6","Payment","android","Unknown","2021-10","2354","223652"
"6","Payment","android","Unknown","2021-11","2707","223652"
"6","Payment","android","Unknown","2021-12","3052","223652"
"6","Payment","android","Unknown","2022-01","2519","223652"
"6","Payment","android","Unknown","2022-02","1230","223652"
"6","Payment","android","Unknown","2022-03","310","223652"
"6","Payment","android","Unknown","2022-04","20","223652"
"6","Payment","ios","18-24","2021-01","27","223652"
"6","Payment","ios","18-24","2021-02","91","223652"
"6","Payment","ios","18-24","2021-03","187","223652"
"6","Payment","ios","18-24","2021-04","385","223652"
"6","Payment","ios","18-24","2021-05","686","223652"
"6","Payment","ios","18-24","2021-06","837","223652"
"6","Payment","ios","18-24","2021-07","1077","223652"
"6","Payment","ios","18-24","2021-08","1258","223652"
"6","Payment","ios","18-24","2021-09","1394","223652"
"6","Payment","ios","18-24","2021-10","1729","223652"
"6","Payment","ios","18-24","2021-11","1876","223652"
"6","Payment","ios","18-24","2021-12","2199","223652"
"6","Payment","ios","18-24","2022-01","1885","223652"
"6","Payment","ios","18-24","2022-02","883","223652"
"6","Payment","ios","18-24","2022-03","203","223652"
"6","Payment","ios","25-34","2021-01","12","223652"
"6","Payment","ios","25-34","2021-02","151","223652"
"6","Payment","ios","25-34","2021-03","384","223652"
"6","Payment","ios","25-34","2021-04","720","223652"
"6","Payment","ios","25-34","2021-05","1280","223652"
"6","Payment","ios","25-34","2021-06","1802","223652"
"6","Payment","ios","25-34","2021-07","2367","223652"
"6","Payment","ios","25-34","2021-08","2486","223652"
"6","Payment","ios","25-34","2021-09","2693","223652"
"6","Payment","ios","25-34","2021-10","3291","223652"
"6","Payment","ios","25-34","2021-11","3518","223652"
"6","Payment","ios","25-34","2021-12","3960","223652"
"6","Payment","ios","25-34","2022-01","3105","223652"
"6","Payment","ios","25-34","2022-02","1362","223652"
"6","Payment","ios","25-34","2022-03","298","223652"
"6","Payment","ios","25-34","2022-04","1","223652"
"6","Payment","ios","35-44","2021-01","44","223652"
"6","Payment","ios","35-44","2021-02","234","223652"
"6","Payment","ios","35-44","2021-03","638","223652"
"6","Payment","ios","35-44","2021-04","1136","223652"
"6","Payment","ios","35-44","2021-05","1787","223652"
"6","Payment","ios","35-44","2021-06","2439","223652"
"6","Payment","ios","35-44","2021-07","3046","223652"
"6","Payment","ios","35-44","2021-08","3537","223652"
"6","Payment","ios","35-44","2021-09","3856","223652"
"6","Payment","ios","35-44","2021-10","4661","223652"
"6","Payment","ios","35-44","2021-11","4998","223652"
"6","Payment","ios","35-44","2021-12","5851","223652"
"6","Payment","ios","35-44","2022-01","5018","223652"
"6","Payment","ios","35-44","2022-02","2255","223652"
"6","Payment","ios","35-44","2022-03","521","223652"
"6","Payment","ios","35-44","2022-04","4","223652"
"6","Payment","ios","45-54","2021-01","8","223652"
"6","Payment","ios","45-54","2021-02","77","223652"
"6","Payment","ios","45-54","2021-03","284","223652"
"6","Payment","ios","45-54","2021-04","444","223652"
"6","Payment","ios","45-54","2021-05","483","223652"
"6","Payment","ios","45-54","2021-06","707","223652"
"6","Payment","ios","45-54","2021-07","1053","223652"
"6","Payment","ios","45-54","2021-08","1145","223652"
"6","Payment","ios","45-54","2021-09","1179","223652"
"6","Payment","ios","45-54","2021-10","1579","223652"
"6","Payment","ios","45-54","2021-11","1976","223652"
"6","Payment","ios","45-54","2021-12","2372","223652"
"6","Payment","ios","45-54","2022-01","1916","223652"
"6","Payment","ios","45-54","2022-02","849","223652"
"6","Payment","ios","45-54","2022-03","161","223652"
"6","Payment","ios","Unknown","2021-01","10","223652"
"6","Payment","ios","Unknown","2021-02","211","223652"
"6","Payment","ios","Unknown","2021-03","707","223652"
"6","Payment","ios","Unknown","2021-04","1009","223652"
"6","Payment","ios","Unknown","2021-05","1413","223652"
"6","Payment","ios","Unknown","2021-06","2088","223652"
"6","Payment","ios","Unknown","2021-07","2960","223652"
"6","Payment","ios","Unknown","2021-08","3565","223652"
"6","Payment","ios","Unknown","2021-09","4354","223652"
"6","Payment","ios","Unknown","2021-10","5168","223652"
"6","Payment","ios","Unknown","2021-11","5174","223652"
"6","Payment","ios","Unknown","2021-12","5619","223652"
"6","Payment","ios","Unknown","2022-01","4863","223652"
"6","Payment","ios","Unknown","2022-02","2177","223652"
"6","Payment","ios","Unknown","2022-03","416","223652"
"6","Payment","ios","Unknown","2022-04","7","223652"
"6","Payment","web","18-24","2021-02","2","223652"
"6","Payment","web","18-24","2021-03","37","223652"
"6","Payment","web","18-24","2021-04","113","223652"
"6","Payment","web","18-24","2021-05","183","223652"
"6","Payment","web","18-24","2021-06","194","223652"
"6","Payment","web","18-24","2021-07","228","223652"
"6","Payment","web","18-24","2021-08","209","223652"
"6","Payment","web","18-24","2021-09","232","223652"
"6","Payment","web","18-24","2021-10","271","223652"
"6","Payment","web","18-24","2021-11","254","223652"
"6","Payment","web","18-24","2021-12","355","223652"
"6","Payment","web","18-24","2022-01","303","223652"
"6","Payment","web","18-24","2022-02","126","223652"
"6","Payment","web","18-24","2022-03","32","223652"
"6","Payment","web","25-34","2021-01","18","223652"
"6","Payment","web","25-34","2021-02","41","223652"
"6","Payment","web","25-34","2021-03","53","223652"
"6","Payment","web","25-34","2021-04","102","223652"
"6","Payment","web","25-34","2021-05","193","223652"
"6","Payment","web","25-34","2021-06","258","223652"
"6","Payment","web","25-34","2021-07","278","223652"
"6","Payment","web","25-34","2021-08","342","223652"
"6","Payment","web","25-34","2021-09","432","223652"
"6","Payment","web","25-34","2021-10","445","223652"
"6","Payment","web","25-34","2021-11","453","223652"
"6","Payment","web","25-34","2021-12","507","223652"
"6","Payment","web","25-34","2022-01","462","223652"
"6","Payment","web","25-34","2022-02","232","223652"
"6","Payment","web","25-34","2022-03","68","223652"
"6","Payment","web","35-44","2021-01","14","223652"
"6","Payment","web","35-44","2021-02","44","223652"
"6","Payment","web","35-44","2021-03","124","223652"
"6","Payment","web","35-44","2021-04","187","223652"
"6","Payment","web","35-44","2021-05","243","223652"
"6","Payment","web","35-44","2021-06","354","223652"
"6","Payment","web","35-44","2021-07","509","223652"
"6","Payment","web","35-44","2021-08","628","223652"
"6","Payment","web","35-44","2021-09","760","223652"
"6","Payment","web","35-44","2021-10","971","223652"
"6","Payment","web","35-44","2021-11","1049","223652"
"6","Payment","web","35-44","2021-12","1133","223652"
"6","Payment","web","35-44","2022-01","901","223652"
"6","Payment","web","35-44","2022-02","394","223652"
"6","Payment","web","35-44","2022-03","36","223652"
"6","Payment","web","45-54","2021-02","13","223652"
"6","Payment","web","45-54","2021-03","34","223652"
"6","Payment","web","45-54","2021-04","89","223652"
"6","Payment","web","45-54","2021-05","154","223652"
"6","Payment","web","45-54","2021-06","175","223652"
"6","Payment","web","45-54","2021-07","168","223652"
"6","Payment","web","45-54","2021-08","173","223652"
"6","Payment","web","45-54","2021-09","214","223652"
"6","Payment","web","45-54","2021-10","217","223652"
"6","Payment","web","45-54","2021-11","208","223652"
"6","Payment","web","45-54","2021-12","209","223652"
"6","Payment","web","45-54","2022-01","193","223652"
"6","Payment","web","45-54","2022-02","91","223652"
"6","Payment","web","45-54","2022-03","30","223652"
"6","Payment","web","Unknown","2021-01","6","223652"
"6","Payment","web","Unknown","2021-02","43","223652"
"6","Payment","web","Unknown","2021-03","98","223652"
"6","Payment","web","Unknown","2021-04","96","223652"
"6","Payment","web","Unknown","2021-05","187","223652"
"6","Payment","web","Unknown","2021-06","436","223652"
"6","Payment","web","Unknown","2021-07","663","223652"
"6","Payment","web","Unknown","2021-08","699","223652"
"6","Payment","web","Unknown","2021-09","621","223652"
"6","Payment","web","Unknown","2021-10","810","223652"
"6","Payment","web","Unknown","2021-11","858","223652"
"6","Payment","web","Unknown","2021-12","837","223652"
"6","Payment","web","Unknown","2022-01","630","223652"
"6","Payment","web","Unknown","2022-02","285","223652"
"6","Payment","web","Unknown","2022-03","68","223652"
"7","Left a Review","android","18-24","2021-01","16","156211"
"7","Left a Review","android","18-24","2021-02","48","156211"
"7","Left a Review","android","18-24","2021-03","80","156211"
"7","Left a Review","android","18-24","2021-04","99","156211"
"7","Left a Review","android","18-24","2021-05","187","156211"
"7","Left a Review","android","18-24","2021-06","240","156211"
"7","Left a Review","android","18-24","2021-07","337","156211"
"7","Left a Review","android","18-24","2021-08","450","156211"
"7","Left a Review","android","18-24","2021-09","473","156211"
"7","Left a Review","android","18-24","2021-10","549","156211"
"7","Left a Review","android","18-24","2021-11","586","156211"
"7","Left a Review","android","18-24","2021-12","588","156211"
"7","Left a Review","android","18-24","2022-01","531","156211"
"7","Left a Review","android","18-24","2022-02","269","156211"
"7","Left a Review","android","18-24","2022-03","47","156211"
"7","Left a Review","android","25-34","2021-02","64","156211"
"7","Left a Review","android","25-34","2021-03","122","156211"
"7","Left a Review","android","25-34","2021-04","173","156211"
"7","Left a Review","android","25-34","2021-05","327","156211"
"7","Left a Review","android","25-34","2021-06","441","156211"
"7","Left a Review","android","25-34","2021-07","607","156211"
"7","Left a Review","android","25-34","2021-08","875","156211"
"7","Left a Review","android","25-34","2021-09","844","156211"
"7","Left a Review","android","25-34","2021-10","936","156211"
"7","Left a Review","android","25-34","2021-11","1127","156211"
"7","Left a Review","android","25-34","2021-12","1387","156211"
"7","Left a Review","android","25-34","2022-01","1147","156211"
"7","Left a Review","android","25-34","2022-02","505","156211"
"7","Left a Review","android","25-34","2022-03","92","156211"
"7","Left a Review","android","35-44","2021-01","4","156211"
"7","Left a Review","android","35-44","2021-02","74","156211"
"7","Left a Review","android","35-44","2021-03","280","156211"
"7","Left a Review","android","35-44","2021-04","439","156211"
"7","Left a Review","android","35-44","2021-05","621","156211"
"7","Left a Review","android","35-44","2021-06","667","156211"
"7","Left a Review","android","35-44","2021-07","923","156211"
"7","Left a Review","android","35-44","2021-08","1288","156211"
"7","Left a Review","android","35-44","2021-09","1448","156211"
"7","Left a Review","android","35-44","2021-10","1614","156211"
"7","Left a Review","android","35-44","2021-11","1717","156211"
"7","Left a Review","android","35-44","2021-12","2012","156211"
"7","Left a Review","android","35-44","2022-01","1770","156211"
"7","Left a Review","android","35-44","2022-02","863","156211"
"7","Left a Review","android","35-44","2022-03","164","156211"
"7","Left a Review","android","45-54","2021-02","24","156211"
"7","Left a Review","android","45-54","2021-03","117","156211"
"7","Left a Review","android","45-54","2021-04","282","156211"
"7","Left a Review","android","45-54","2021-05","389","156211"
"7","Left a Review","android","45-54","2021-06","354","156211"
"7","Left a Review","android","45-54","2021-07","353","156211"
"7","Left a Review","android","45-54","2021-08","403","156211"
"7","Left a Review","android","45-54","2021-09","475","156211"
"7","Left a Review","android","45-54","2021-10","516","156211"
"7","Left a Review","android","45-54","2021-11","548","156211"
"7","Left a Review","android","45-54","2021-12","597","156211"
"7","Left a Review","android","45-54","2022-01","540","156211"
"7","Left a Review","android","45-54","2022-02","237","156211"
"7","Left a Review","android","45-54","2022-03","44","156211"
"7","Left a Review","android","Unknown","2021-01","4","156211"
"7","Left a Review","android","Unknown","2021-02","74","156211"
"7","Left a Review","android","Unknown","2021-03","209","156211"
"7","Left a Review","android","Unknown","2021-04","403","156211"
"7","Left a Review","android","Unknown","2021-05","610","156211"
"7","Left a Review","android","Unknown","2021-06","776","156211"
"7","Left a Review","android","Unknown","2021-07","967","156211"
"7","Left a Review","android","Unknown","2021-08","1119","156211"
"7","Left a Review","android","Unknown","2021-09","1122","156211"
"7","Left a Review","android","Unknown","2021-10","1598","156211"
"7","Left a Review","android","Unknown","2021-11","1876","156211"
"7","Left a Review","android","Unknown","2021-12","2002","156211"
"7","Left a Review","android","Unknown","2022-01","1707","156211"
"7","Left a Review","android","Unknown","2022-02","857","156211"
"7","Left a Review","android","Unknown","2022-03","238","156211"
"7","Left a Review","android","Unknown","2022-04","7","156211"
"7","Left a Review","ios","18-24","2021-01","15","156211"
"7","Left a Review","ios","18-24","2021-02","64","156211"
"7","Left a Review","ios","18-24","2021-03","133","156211"
"7","Left a Review","ios","18-24","2021-04","334","156211"
"7","Left a Review","ios","18-24","2021-05","546","156211"
"7","Left a Review","ios","18-24","2021-06","627","156211"
"7","Left a Review","ios","18-24","2021-07","841","156211"
"7","Left a Review","ios","18-24","2021-08","977","156211"
"7","Left a Review","ios","18-24","2021-09","1003","156211"
"7","Left a Review","ios","18-24","2021-10","1199","156211"
"7","Left a Review","ios","18-24","2021-11","1311","156211"
"7","Left a Review","ios","18-24","2021-12","1536","156211"
"7","Left a Review","ios","18-24","2022-01","1326","156211"
"7","Left a Review","ios","18-24","2022-02","676","156211"
"7","Left a Review","ios","18-24","2022-03","153","156211"
"7","Left a Review","ios","25-34","2021-01","8","156211"
"7","Left a Review","ios","25-34","2021-02","73","156211"
"7","Left a Review","ios","25-34","2021-03","220","156211"
"7","Left a Review","ios","25-34","2021-04","503","156211"
"7","Left a Review","ios","25-34","2021-05","926","156211"
"7","Left a Review","ios","25-34","2021-06","1322","156211"
"7","Left a Review","ios","25-34","2021-07","1729","156211"
"7","Left a Review","ios","25-34","2021-08","1759","156211"
"7","Left a Review","ios","25-34","2021-09","1877","156211"
"7","Left a Review","ios","25-34","2021-10","2245","156211"
"7","Left a Review","ios","25-34","2021-11","2381","156211"
"7","Left a Review","ios","25-34","2021-12","2746","156211"
"7","Left a Review","ios","25-34","2022-01","2168","156211"
"7","Left a Review","ios","25-34","2022-02","926","156211"
"7","Left a Review","ios","25-34","2022-03","188","156211"
"7","Left a Review","ios","25-34","2022-04","1","156211"
"7","Left a Review","ios","35-44","2021-01","33","156211"
"7","Left a Review","ios","35-44","2021-02","172","156211"
"7","Left a Review","ios","35-44","2021-03","497","156211"
"7","Left a Review","ios","35-44","2021-04","887","156211"
"7","Left a Review","ios","35-44","2021-05","1303","156211"
"7","Left a Review","ios","35-44","2021-06","1802","156211"
"7","Left a Review","ios","35-44","2021-07","2337","156211"
"7","Left a Review","ios","35-44","2021-08","2598","156211"
"7","Left a Review","ios","35-44","2021-09","2654","156211"
"7","Left a Review","ios","35-44","2021-10","3143","156211"
"7","Left a Review","ios","35-44","2021-11","3505","156211"
"7","Left a Review","ios","35-44","2021-12","4144","156211"
"7","Left a Review","ios","35-44","2022-01","3507","156211"
"7","Left a Review","ios","35-44","2022-02","1573","156211"
